Phase,Metric,Epoch,Value
train,Loss,0,0.9296248409483168
train,Loss,1,0.8075348536173502
train,Loss,2,0.7355797992812263
train,Loss,3,0.6775947517818874
train,Loss,4,0.6232782893710667
train,Loss,5,0.5759386844105191
train,Loss,6,0.5336061517397562
train,Loss,7,0.497914946741528
train,Loss,8,0.4675944361421797
train,Loss,9,0.44000118374824526
train,Loss,10,0.41521726383103263
train,Loss,11,0.3904075152344174
train,Loss,12,0.368183966477712
train,Loss,13,0.3482718076970842
train,Loss,14,0.3314144081539578
train,Loss,15,0.314492412408193
train,Loss,16,0.2991185877058241
train,Loss,17,0.28330403566360474
train,Loss,18,0.2701117353306876
train,Loss,19,0.25690077013439605
train,Loss,20,0.24562073548634847
train,Loss,21,0.23287182648976643
train,Loss,22,0.22241244845920138
train,Loss,23,0.21251747177706826
train,Loss,24,0.20312575664785174
train,Loss,25,0.19460139274597169
train,Loss,26,0.18603390455245972
train,Loss,27,0.17903063694636026
train,Loss,28,0.17371604210800595
train,Loss,29,0.16531814601686265
train,Loss,30,0.1597174459033542
train,Loss,31,0.1538540694448683
train,Loss,32,0.14980972674157883
train,Loss,33,0.14561068332857555
train,Loss,34,0.13854332268238068
train,Loss,35,0.13397521012359195
train,Loss,36,0.13110661142402225
train,Loss,37,0.12538166128926806
train,Loss,38,0.12319336401091682
train,Loss,39,0.11913730502128601
train,Loss,40,0.11458937029043834
train,Loss,41,0.1131101624833213
train,Loss,42,0.1078486066725519
train,Loss,43,0.1048915512031979
train,Loss,44,0.10313294430573781
train,Loss,45,0.09802809175517824
train,Loss,46,0.09575168275170856
train,Loss,47,0.09362657997343275
train,Loss,48,0.09113506823778153
train,Loss,49,0.08809218605359395
train,Loss,50,0.08700283716122309
train,Loss,51,0.08278440684080124
train,Loss,52,0.08049801099631522
train,Loss,53,0.07868069046073489
train,Loss,54,0.07676814984944132
train,Loss,55,0.07501871602402793
train,Loss,56,0.07305726044707828
train,Loss,57,0.07081831933723556
train,Loss,58,0.0677514617641767
train,Loss,59,0.06687316637900141
train,Loss,60,0.0646064120862219
train,Loss,61,0.06486812896198696
train,Loss,62,0.0629595659673214
train,Loss,63,0.06167394485738542
train,Loss,64,0.059323345704211126
train,Loss,65,0.056976242032315993
train,Loss,66,0.05504280941353904
train,Loss,67,0.05487859373291334
train,Loss,68,0.052868618153863484
train,Loss,69,0.051227626618411806
train,Loss,70,0.051314733260207704
train,Loss,71,0.049122365646892124
train,Loss,72,0.04709838413529926
train,Loss,73,0.04616479443179237
train,Loss,74,0.04618916859229406
train,Loss,75,0.04486738716562589
train,Loss,76,0.04417579389280743
train,Loss,77,0.043353413873248633
train,Loss,78,0.04216558362046877
train,Loss,79,0.04009221473501788
train,Loss,80,0.03912658033271631
train,Loss,81,0.03858803460995356
train,Loss,82,0.039151015256841976
train,Loss,83,0.038962772198849256
train,Loss,84,0.038003958678907816
train,Loss,85,0.03609389973183473
train,Loss,86,0.03459714949131012
train,Loss,87,0.03348311367962095
train,Loss,88,0.03250867649912834
train,Loss,89,0.0319189908189906
train,Loss,90,0.03222091736065017
train,Loss,91,0.03161913231015205
train,Loss,92,0.03040703646838665
